SampleID	GH001	GH002	GH003	GH005	GH008	GH009	GH010	GH013	GH014	GH015	GH016	GH018	GH019	GH020	GH023	GH024	GH025	GH026	GH028	GH029	GH031	GH032	GH033	GH036	GH037	GH039	GH043	GH050	GH053	GH063	GH068	GH073	GH077	GH078	GH081	GH086	GH087	GH088	GH092	GH094	GH097	GH099	GH103	GH104	GH105	GH106	GH108	GH109	GH110	GH114	GH117	GH130	GH141	GH146	GH150	GH166	GH167	GH171	GH177	GH179	PL001	PL005	PL006	PL007	PL012	PL014	PL017	PL018	PL022	PL024	PL025	PL029	PL038	PL040	PL041	PL042
P_citrea_S2233	1	0	2	1	0	0	0	5	0	1	1	8	1	2	7	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
P_distincta_16SW7	2	1	3	1	2	0	3	9	0	1	1	0	0	0	5	0	0	0	0	0	1	2	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_distincta_22A13	2	1	3	1	1	0	0	8	0	1	1	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_distincta_ATCC700518	2	1	3	1	2	0	3	9	0	1	1	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_distincta_KMM3548	2	1	5	1	2	1	3	8	0	1	1	0	0	0	4	0	0	0	1	0	1	0	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	3	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_distincta_LMG14908	2	1	3	1	2	0	3	9	0	1	1	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_donghaensis_HJ51	2	0	4	0	2	0	0	9	0	1	2	2	0	1	5	0	0	0	1	0	0	1	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_espejiana_DSM9414	2	1	5	0	2	1	3	9	0	1	1	0	0	0	5	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_flavipulchra_ATCCBAA314	1	0	2	0	0	0	0	6	0	1	2	4	1	5	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_flavipulchra_LMG20361	1	0	2	0	0	0	0	6	0	1	2	4	1	5	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_flavipulchra_NCIMB2033	1	0	2	0	0	0	0	6	0	1	2	4	1	5	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_flavipulchra_S1925	1	0	2	0	0	0	0	6	0	1	2	5	1	5	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_flavipulchra_SCSIO43202	1	0	2	0	0	0	0	6	0	1	2	5	1	5	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_fuliginea_KMM216	2	1	4	1	3	0	3	10	0	1	5	0	0	0	6	1	0	0	1	0	0	1	0	1	1	0	3	2	0	1	0	2	1	0	0	3	0	0	0	0	1	0	1	0	2	0	0	2	0	0	2	0	0	0	0	1	1	1	0	0	4	0	3	1	1	0	2	1	0	0	0	0	0	0	0	0
P_fuliginea_S2292	2	1	4	1	3	0	3	10	0	1	5	0	0	0	6	1	0	0	1	0	0	1	0	1	1	0	3	2	0	1	0	2	1	0	0	3	0	0	0	0	1	0	1	0	2	0	0	2	0	0	2	0	0	0	0	1	1	1	0	0	4	0	3	1	1	0	2	1	0	0	0	0	0	0	0	0
P_galatheae_S4498	0	0	1	0	0	0	0	5	0	1	0	4	1	2	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_gelatinilytica_NH153	1	1	2	0	1	0	0	9	0	1	2	2	0	1	5	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_kknpp56	0	0	1	0	0	0	0	8	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_SCSIO43095	0	0	1	0	0	0	0	8	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_lipolytica_CSB02KR	2	0	3	0	1	0	0	9	0	1	2	2	0	1	5	0	0	0	1	0	0	0	0	0	1	0	8	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	2	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_lipolytica_LMEB39	2	0	4	0	1	0	0	9	0	1	2	2	0	1	6	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_luteoviolacea_2ta16	0	0	2	1	0	0	0	7	0	2	1	9	2	3	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
P_maricaloris_LMG19692	1	0	2	0	0	0	0	6	0	1	2	4	1	5	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_neustronica_PAMC28425	0	0	1	0	0	0	0	6	0	1	0	4	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
P_neustronica_SM1927	2	0	4	0	0	0	0	11	0	1	2	2	0	3	6	1	0	0	1	0	0	2	0	0	1	0	7	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	3	0	1	2	0	0	0	0	0	1	0	0	0	1	1	1	4	0	3	1	0	0	2	1	0	0	0	0	0	0	0	0
P_ostereae_hOe124	0	0	1	0	0	0	0	9	0	1	0	3	0	2	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_ostereae_hOe125	0	0	1	0	0	0	0	9	0	1	0	3	0	2	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_ostereae_hOe66	0	0	1	0	0	0	0	9	0	1	0	3	0	2	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_peptidolytica_DSM14001	0	0	1	1	0	0	0	5	0	1	0	5	1	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P_peptidolytica_F1250A1	0	0	1	1	0	0	0	5	0	1	0	5	1	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P_peptidolytica_NBRC101021	0	0	1	1	0	0	0	5	0	1	0	5	1	3	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
P_phenolica_KCTC12086	0	1	2	0	0	0	0	7	0	0	1	5	2	1	6	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_phenolica_OBC302	0	1	2	0	0	0	0	7	0	0	1	5	2	1	6	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_phenolica_S1093	0	1	2	0	1	0	0	6	0	0	1	3	1	2	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_phenolica_S1189	0	1	2	0	1	0	0	7	0	0	1	2	1	1	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_phenolica_S3663	0	1	3	0	0	0	0	7	0	0	1	5	2	2	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_phenolica_S3898	0	1	2	0	1	0	0	6	0	0	1	2	1	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_piratica_OCN003	1	0	3	0	1	0	0	7	0	1	1	2	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_porphyrae_MNAD16	1	0	2	0	1	0	0	11	0	1	2	2	0	1	5	0	0	0	0	1	0	0	0	0	1	0	7	0	0	1	0	2	1	0	0	0	1	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_rhizosphaerae_hCg42	2	0	4	0	0	0	0	10	0	1	2	2	0	3	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_rubra_DSM6842	0	0	3	1	0	0	0	5	0	1	1	9	1	3	6	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_rubra_S1946	0	0	3	1	0	0	0	6	0	1	1	7	2	3	6	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
P_rubra_S2471	0	0	3	1	0	0	0	6	0	1	1	7	2	3	6	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_rubra_SCSIO_6842	0	0	3	1	0	0	0	5	0	1	1	7	2	3	6	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_ruthenica_LMG19699	1	0	2	0	0	0	0	7	0	1	1	3	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_ruthenica_S2756	1	0	2	0	0	0	0	7	0	1	1	3	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_ruthenica_S3245	1	0	2	0	0	0	0	7	0	1	1	3	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_scap25	1	0	2	0	0	0	0	8	0	1	1	2	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
P_scap26	1	0	2	0	0	0	0	8	0	1	1	2	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
P_shioyasakiensis_28	1	1	2	0	1	0	0	9	0	1	1	2	0	1	5	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_shioyasakiensis_BMC2	1	0	2	0	2	0	0	9	0	1	1	2	0	1	6	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_shioyasakiensis_BMC3	1	0	2	0	3	0	0	9	0	1	1	2	0	1	6	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_shioyasakiensis_BMC4	1	3	2	0	3	0	0	9	0	1	1	2	0	2	6	0	0	0	0	0	1	0	0	0	2	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_shioyasakiensis_BMC5	1	0	2	0	2	0	0	9	0	1	1	2	0	1	6	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_shioyasakiensis_G21653S1	1	1	2	0	1	0	0	9	0	1	1	2	0	1	6	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_shioyasakiensis_LC2	1	1	2	0	1	0	0	9	0	1	2	2	0	1	6	0	0	0	0	0	0	0	1	0	1	0	7	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_shioyasakiensis_M1400201	1	0	2	0	1	0	0	9	0	1	2	2	0	1	5	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
P_spongiae_SAO44	1	0	3	0	1	0	0	5	0	1	1	2	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_spongiae_UST010723006	0	0	2	0	1	0	0	5	0	1	0	2	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_tetradonis_CSB01KR	0	0	1	0	0	0	0	8	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_translucida_KMM520	0	0	1	0	1	0	0	4	0	0	0	0	0	1	5	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_tunicata_D2	1	0	3	0	0	0	0	8	0	1	2	2	2	6	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	3	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_undina_DSM6065	1	0	2	0	0	0	0	8	0	1	1	2	0	1	6	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_undina_NEM01	1	0	2	0	0	0	0	8	0	1	1	2	0	2	6	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_undina_NEM02	1	0	2	0	0	0	0	8	0	1	1	2	0	2	6	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_viridis_BBR56	0	0	3	1	0	0	0	6	0	1	1	5	2	3	7	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P_xiamenensis_PSDB	1	0	2	0	0	0	0	8	0	2	2	4	2	1	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
