reference,querry,ani,alignment_coverage,primary_cluster
P_distincta_22A13,P_APM04,0.827225,0.647265077,0
P_distincta_16SW7,P_SG445,0.827225,0.5596026490066225,0
P_ECSMB14103,P_fuliginea_S2292,0.82723,0.6433308769344142,0
P_SG445,P_SG431,0.827243,0.6532818532818533,0
P_SR437,P_SG445,0.827262,0.5765765765765766,0
P_2CM37A,P_arctica_NECBIFX2020001,0.827272,0.6885813148788927,0
P_2CM37A,P_arctica_A3712,0.827273,0.6899653979238755,0
P_EKP108,P_KMM661,0.827293,0.585974376,0
P_DSM,P_fuliginea_S2292,0.827293,0.6391085549964055,0
P_2CM32C,P_EKP108,0.827301,0.7271375464684015,0
P_ECSMB14103,P_distincta_ATCC700518,0.827302,0.7162859248341931,0
P_citrea_S2233,P_aurantia_208,0.827308,0.5266587677725119,0
P_SR435,P_ECSMB14103,0.827316,0.6577868852459017,0
P_translucida_KMM520,P_arctica_NECBIFX2020017,0.82733,0.6237337192474675,0
P_KMM661,P_distincta_LMG14908,0.827336,0.6085734364019677,0
P_TB25,P_17a,0.827354,0.642965204,0
P_EB27,P_SR454,0.827379,0.5778523489932886,0
P_125,P_arctica_NECBIFX2020001,0.82738,0.6535211267605634,0
P_SR436,P_2CM32C,0.827402,0.6759972008397481,0
P_17a,P_ECSMB14103,0.827413,0.6226012793176973,0
P_SG445,P_SR417,0.827427,0.6471042471042471,0
P_ECSMB14103,P_SR442,0.827431,0.7103905674281503,0
P_2CM32C,P_distincta_22A13,0.827449,0.7018587360594796,0
P_ostereae_hOe124,P_neustronica_PAMC28425,0.827474,0.5665399239543726,0
P_neustronica_PAMC28425,P_SG448,0.827488,0.562039312,0
P_P111,P_arctica_NECBIFX2020001,0.827495,0.6837725381414702,0
P_SR442,P_SR454,0.827499,0.5598349381017882,0
P_ECSMB14103,P_distincta_LMG14908,0.827499,0.7221812822402358,0
P_SR435,P_SG445,0.8275,0.5642076502732241,0
P_2CM32C,P_SG434,0.827509,0.7234200743494423,0
P_KMM661,P_SG431,0.827518,0.6106816584680252,0
P_arctica_A3712,P_agarivorans_NW4327,0.827521,0.6217418944691672,0
P_agarivorans_NW4327,P_arctica_NECBIFX2020001,0.827527,0.7005532503457814,0
P_SG445,P_distincta_22A13,0.827539,0.6285714285714286,0
P_ECSMB14103,P_SR411,0.827542,0.7310243183492999,0
P_distincta_22A13,P_KMM661,0.827551,0.6023842917251052,0
P_SR455,P_17a,0.827561,0.6940540540540541,0
P_EKP108,P_APM04,0.827568,0.6473364801078895,0
P_fuliginea_KMM216,P_KMM661,0.827569,0.5542971352431713,0
P_EKP108,P_125,0.827624,0.655428186,0
P_SG445,P_fuliginea_KMM216,0.827627,0.6162162162162163,0
P_17a,P_SG433,0.827639,0.6830135039090263,0
P_SG445,P_SR411,0.827643,0.6563706563706564,0
P_SR451,P_DSM,0.827649,0.6595890410958904,0
P_translucida_KMM520,P_distincta_KMM3548,0.827653,0.5984081041968162,0
P_EB27,P_1131a,0.827681,0.648993289,0
P_ECSMB14103,P_TB25,0.827683,0.6190125276344879,0
P_SG438,P_KMM661,0.827685,0.5922598479612993,0
P_arctica_NECBIFX2020001,P_2CM37A,0.827687,0.6693766937669376,0
P_SR432,P_DSM,0.82769,0.6703146374829001,0
P_EB27,P_2CM32C,0.827693,0.6241610738255033,0
P_ECSMB14103,P_17a,0.827697,0.6484893146647015,0
P_ECSMB14103,P_SR432,0.827697,0.7126013264554164,0
P_distincta_16SW7,P_125,0.8277,0.6463576158940397,0
P_2CM32C,P_SR435,0.827731,0.7219330855018588,0
P_SG433,P_SR454,0.827742,0.5610738255033557,0
P_arctica_A3712,P_DSM,0.827761,0.5829624920534011,0
P_distincta_22A13,P_125,0.827765,0.6633941093969145,0
P_arctica_NECBIFX2020017,P_translucida_KMM520,0.827772,0.5816186556927297,0
P_fuliginea_KMM216,P_NBRC102222,0.827774,0.6229180546302465,0
P_KMM661,P_SG434,0.827787,0.5980323260716796,0
P_SR451,P_SR454,0.827796,0.5671232876712329,0
P_distincta_16SW7,P_ECSMB14103,0.8278,0.6496688741721854,0
P_ECSMB14103,P_SR451,0.827804,0.7229182019159912,0
P_ECSMB14103,P_1131a,0.827809,0.6521739130434783,0
P_SG445,P_SR432,0.827813,0.6401544401544401,0
P_agarivorans_S816,P_arctica_NECBIFX2020001,0.827835,0.6814658210007047,0
P_KMM661,P_SR455,0.827842,0.4012649332396346,0
P_EKP108,P_ECSMB14103,0.827851,0.638570465,0
P_SR435,P_KMM661,0.827852,0.5867486338797814,0
P_DSM,P_distincta_22A13,0.827855,0.6721782890007189,0
P_SR436,P_ECSMB14103,0.827883,0.6822953114065781,0
P_SG445,P_SG433,0.827883,0.654054054,0
P_SR436,P_APM04,0.827885,0.6606018194541637,0
P_SR432,P_SR454,0.827885,0.5601915184678523,0
P_SR435,P_2CM32C,0.827901,0.6653005464480874,0
P_2CM32C,P_distincta_ATCC700518,0.827901,0.7182156133828996,0
P_arctica_A3712,P_130,0.827917,0.5994914176732359,0
P_distincta_22A13,P_17a,0.827917,0.6591865357643759,0
P_2CM32C,P_SR415,0.827928,0.7219330855018588,0
P_distincta_ATCC700518,P_SG445,0.827939,0.5582329317269076,0
P_AC163,P_125,0.827941,0.6145675265553869,0
P_ECSMB14103,P_SR436,0.827941,0.7037582903463523,0
P_arctica_NECBIFX2020017,P_1CM17D,0.82796,0.6611796982167353,0
P_SR437,P_ECSMB14103,0.827964,0.656964657,0
P_distincta_16SW7,P_1131a,0.827965,0.6496688741721854,0
P_1131a,P_ECSMB14103,0.827972,0.5933147632311978,0
P_APM04,P_distincta_22A13,0.827983,0.6616052060737527,0
P_arctica_NECBIFX2020017,P_agarivorans_DSM14585,0.827988,0.6707818930041153,0
P_P111,P_arctica_A3712,0.827992,0.6879334257975035,0
P_SR442,P_2CM32C,0.827996,0.6513067400275103,0
P_KMM661,P_EKP108,0.828008,0.6085734364019677,0
P_KMM661,P_arctica_NECBIFX2020001,0.828008,0.6163035839775123,0
P_distincta_KMM3548,P_ECSMB14103,0.828012,0.6522346368715084,0
P_SG445,P_distincta_16SW7,0.828031,0.6494208494208494,0
P_SR433,P_SG445,0.828035,0.571917808,0
P_2CM41L,P_arctica_A3712,0.828039,0.676209952,0
P_SR432,P_2CM32C,0.828042,0.6511627906976745,0
P_agarivorans_DSM14585,P_arctica_NECBIFX2020001,0.828048,0.6479524438573315,0
P_arctica_NECBIFX2020001,P_S2893,0.828053,0.6585365853658537,0
P_KMM661,P_SG438,0.828071,0.6001405481377372,0
P_arctica_NECBIFX2020001,P_P111,0.828073,0.6632791327913279,0
P_neustronica_PAMC28425,P_SR418,0.828084,0.5522113022113022,0
P_EKP108,P_2CM32C,0.828085,0.6480107889413351,0
P_S2893,P_arctica_NECBIFX2020001,0.828089,0.7127507163323782,0
P_2CM32C,P_distincta_16SW7,0.828095,0.7286245353159851,0
P_SG445,P_SG452,0.828112,0.6478764478764478,0
P_arctica_NECBIFX2020001,P_2CM41L,0.828128,0.657859079,0
P_KMM661,P_arctica_NECBIFX2020017,0.828133,0.6113843991567112,0
P_ECSMB14103,P_SG433,0.828137,0.7214443625644805,0
P_SR451,P_KMM661,0.828161,0.5815068493150685,0
P_SR451,P_SG445,0.828163,0.5636986301369863,0
P_TB25,P_DSM,0.828168,0.6611195158850227,0
P_KMM661,P_SR415,0.828168,0.6029515108924807,0
P_arctica_A3712,P_2CM41L,0.82817,0.6204704386522568,0
P_SG433,P_SG445,0.828193,0.548993289,0
P_DSM,P_SR442,0.828194,0.6779295470884256,0
P_fuliginea_S2292,P_KMM661,0.828197,0.5480188045668234,0
P_P111,P_arctica_NECBIFX0059,0.828197,0.6803051317614425,0
P_KMM661,P_distincta_KMM3548,0.828199,0.5945186226282502,0
P_SG435,P_1131a,0.828201,0.6605316973415133,0
P_SR454,P_SR451,0.828201,0.6637795275590551,0
P_SG445,P_SG438,0.828214,0.640926641,0
P_SR411,P_SG445,0.828215,0.5635994587280109,0
P_arctica_NECBIFX2020001,P_agarivorans_NW4327,0.828241,0.6815718157181572,0
P_ECSMB14103,P_SG435,0.828244,0.7280766396462786,0
P_TB25,P_SR454,0.828248,0.5718608169440242,0
P_distincta_22A13,P_DSM,0.828249,0.6465638148667602,0
P_SG445,P_SR437,0.82825,0.6447876447876448,0
P_SR415,P_APM04,0.828258,0.656984786,0
P_SR432,P_1131a,0.828272,0.658686731,0
P_SR411,P_SR454,0.828281,0.5656292286874154,0
P_SG451,P_SR454,0.828282,0.5642076502732241,0
P_KMM661,P_SR411,0.828285,0.6099789177793394,0
P_fuliginea_KMM216,P_espejiana_DSM9414,0.828292,0.6189207195203198,0
P_SR451,P_APM04,0.82831,0.6520547945205479,0
P_SG435,P_17a,0.828319,0.6462167689161554,0
P_125,P_AC163,0.828321,0.571830986,0
P_SG452,P_17a,0.82833,0.6689419795221843,0
P_SR436,P_DSM,0.828334,0.6724982505248426,0
P_aurantia_208,P_citrea_S2233,0.828351,0.47422126745435017,0
P_SR417,P_17a,0.828352,0.6595602931379081,0
P_SR411,P_KMM661,0.828352,0.5893098782138024,0
P_2CM32C,P_SR433,0.828363,0.7167286245353159,0
P_SG445,P_SR433,0.828363,0.6416988416988417,0
P_KMM661,P_SR433,0.828374,0.6191145467322557,0
P_APM04,P_SR437,0.828377,0.6753434562545192,0
P_EKP108,P_DSM,0.828388,0.6446392447741065,0
P_SG434,P_2CM32C,0.828391,0.6506105834464043,0
P_SR435,P_DSM,0.828398,0.6700819672131147,0
P_SG438,P_2CM32C,0.828408,0.6627505183137526,0
P_distincta_KMM3548,P_translucida_KMM520,0.828412,0.5789106145251397,0
P_arctica_NECBIFX2020017,P_P111,0.828416,0.6652949245541838,0
P_translucida_KMM520,P_distincta_16SW7,0.828426,0.6295224312590448,0
P_neustronica_PAMC28425,P_SG4417,0.82843,0.5601965601965602,0
P_SR415,P_KMM661,0.828431,0.5871369294605809,0
P_ECSMB14103,P_SR435,0.828439,0.709653648,0
P_SR433,P_17a,0.828447,0.6582191780821918,0
P_AC163,P_SR454,0.828447,0.5485584218512898,0
P_EKP108,P_17a,0.828465,0.6749831422791639,0
P_SR454,P_SG438,0.828465,0.6496062992125984,0
P_2CM32C,P_17a,0.828467,0.6438661710037175,0
P_2CM32C,P_distincta_LMG14908,0.828475,0.7130111524163569,0
P_EKP108,P_1131a,0.828482,0.672285907,0
P_agarivorans_DSM14585,P_arctica_NECBIFX0059,0.828485,0.6505944517833554,0
P_SG445,P_SR436,0.828507,0.6525096525096525,0
P_EKP108,P_SR454,0.82851,0.5664194200944033,0
P_arctica_NECBIFX2020017,P_130,0.828518,0.659122085,0
P_NBRC102222,P_fuliginea_KMM216,0.82852,0.6471418489767113,0
P_KMM661,P_SG433,0.828522,0.6106816584680252,0
P_2CM32C,P_SG438,0.828522,0.7174721189591078,0
P_distincta_KMM3548,P_2CM32C,0.82853,0.6452513966480447,0
P_SG445,P_arctica_NECBIFX2020017,0.828531,0.6687258687258687,0
P_arctica_A3712,P_P111,0.828552,0.6357279084551812,0
P_17a,P_SR442,0.828556,0.6744847192608386,0
P_2CM32C,P_1131a,0.828558,0.6550185873605948,0
P_SG445,P_SG456,0.828561,0.6223938223938223,0
P_SG445,P_distincta_ATCC700518,0.828569,0.6447876447876448,0
P_2CM32C,P_SR451,0.828579,0.724907063,0
P_SG445,P_SR442,0.828584,0.6247104247104247,0
P_SR411,P_17a,0.828591,0.6502029769959404,0
P_SR456,P_neustronica_PAMC28425,0.828592,0.5531385954008701,0
P_arctica_NECBIFX2020017,P_2CM37A,0.828593,0.6652949245541838,0
P_SR437,P_1131a,0.828607,0.6742896742896742,0
P_SR455,P_APM04,0.828607,0.6789189189189189,0
P_neustronica_PAMC28425,P_SG441,0.828623,0.562039312,0
P_arctica_NECBIFX0059,P_2CM32C,0.828627,0.6358066712049013,0
P_2CM37A,P_AC163,0.828629,0.5965397923875433,0
P_SR415,P_ECSMB14103,0.828629,0.6659751037344398,0
P_distincta_LMG14908,P_APM04,0.828632,0.6458616010854816,0
P_SG438,P_APM04,0.828636,0.6565307532826538,0
P_SR433,P_DSM,0.82864,0.6582191780821918,0
P_distincta_16SW7,P_2CM32C,0.828647,0.6423841059602649,0
P_2CM41L,P_arctica_NECBIFX2020017,0.82866,0.6721199727334697,0
P_arctica_NECBIFX0059,P_agarivorans_DSM14585,0.828665,0.6698434309053778,0
P_ECSMB14103,P_SG431,0.828676,0.7221812822402358,0
P_2CM32C,P_SG451,0.828676,0.72936803,0
P_SR455,P_DSM,0.828678,0.6940540540540541,0
P_APM04,P_arctica_A3712,0.828679,0.6746203904555315,0
P_SR433,P_KMM661,0.828684,0.6054794520547945,0
P_ECSMB14103,P_SG452,0.828686,0.7170228445099485,0
P_fuliginea_S2292,P_espejiana_DSM9414,0.82869,0.6252518468770987,0
P_SR436,P_1131a,0.828694,0.6801959412176347,0
P_125,P_distincta_16SW7,0.828694,0.676056338,0
P_1131a,P_distincta_22A13,0.828708,0.6580779944289693,0
P_EKP108,P_SG445,0.828715,0.5731625084288604,0
P_DSM,P_SR436,0.828718,0.6951833213515457,0
P_SG435,P_SR454,0.828728,0.5685071574642127,0
P_125,P_SR415,0.828741,0.6767605633802817,0
P_125,P_SG438,0.828753,0.6774647887323944,0
P_agarivorans_NW4327,P_arctica_NECBIFX2020017,0.828756,0.6784232365145229,0
P_SG445,P_SR415,0.828758,0.6332046332046332,0
P_SG445,P_SR451,0.828763,0.6416988416988417,0
P_arctica_NECBIFX2020001,P_agarivorans_DSM14585,0.828766,0.6727642276422764,0
P_arctica_NECBIFX0059,P_1CM17D,0.828788,0.6589516678012253,0
P_125,P_EKP108,0.8288,0.673943662,0
P_distincta_LMG14908,P_2CM32C,0.82882,0.6302578018995929,0
P_SR455,P_2CM32C,0.828831,0.6897297297297297,0
P_arctica_NECBIFX0059,P_2CM37A,0.828831,0.672566372,0
P_SG438,P_ECSMB14103,0.828848,0.6627505183137526,0
P_fuliginea_S2292,P_NBRC102222,0.828857,0.6124916051040967,0
P_distincta_ATCC700518,P_KMM661,0.828862,0.5789825970548862,0
P_1CM17D,P_arctica_NECBIFX2020017,0.828869,0.6460711887172599,0
P_17a,P_APM04,0.828879,0.6090973702914001,0
P_125,P_SR451,0.828879,0.6929577464788732,0
P_17a,P_SG453,0.828896,0.6979388770433547,0
P_SG452,P_2CM32C,0.828913,0.6621160409556314,0
P_SR433,P_125,0.82892,0.6671232876712329,0
P_distincta_LMG14908,P_ECSMB14103,0.828934,0.6377204884667571,0
P_NBRC102222,P_fuliginea_S2292,0.828938,0.644318984,0
P_17a,P_SG452,0.828951,0.6901208244491827,0
P_DSM,P_SR415,0.828955,0.689432063,0
P_SG431,P_ECSMB14103,0.828957,0.6450967311541027,0
P_SR411,P_DSM,0.828978,0.652232747,0
P_17a,P_SR411,0.828979,0.6858564321250888,0
P_SR454,P_SR415,0.828981,0.6496062992125984,0
P_arctica_NECBIFX2020017,P_S2893,0.828987,0.6454046639231824,0
P_S2893,P_TB25,0.82899,0.6296561604584527,0
P_2CM32C,P_SG435,0.828998,0.7241635687732342,0
P_arctica_NECBIFX0059,P_agarivorans_NW4327,0.829003,0.6759700476514636,0
P_SR454,P_SR432,0.829016,0.6535433070866141,0
P_SR454,P_arctica_NECBIFX2020017,0.829017,0.6653543307086615,0
P_SR454,P_EKP108,0.829026,0.6566929133858268,0
P_arctica_NECBIFX0059,P_130,0.82904,0.6589516678012253,0
P_2CM32C,P_SR417,0.829054,0.7048327137546468,0
P_arctica_NECBIFX2020001,P_KMM661,0.829058,0.6043360433604336,0
P_SR414,P_neustronica_PAMC28425,0.829059,0.5460335842501448,0
P_SR454,P_arctica_NECBIFX2020001,0.829067,0.6637795275590551,0
P_arctica_NECBIFX0059,P_P111,0.829088,0.6712049012933968,0
P_arctica_NECBIFX0059,P_S2893,0.829103,0.6575901974132062,0
P_APM04,P_SR442,0.829106,0.673174259,0
P_SG452,P_SR454,0.829113,0.5645051194539249,0
P_distincta_ATCC700518,P_2CM32C,0.82915,0.6358768406961178,0
P_SR433,P_APM04,0.829152,0.660958904,0
P_SR442,P_ECSMB14103,0.829153,0.6540577716643742,0
P_SR435,P_SR454,0.829155,0.5580601092896175,0
P_APM04,P_SG438,0.829157,0.6702819956616052,0
P_2CM37A,P_EKP108,0.82916,0.7141868512110726,0
P_SR432,P_125,0.829182,0.6703146374829001,0
P_SR436,P_P111,0.829184,0.6976906927921623,0
P_130,P_EB27,0.829186,0.6810886252616888,0
P_17a,P_SG456,0.829198,0.6744847192608386,0
P_SR415,P_125,0.829212,0.6756569847856155,0
P_distincta_16SW7,P_SR454,0.829213,0.5569536423841059,0
P_SR445,P_neustronica_PAMC28425,0.829214,0.5615853658536586,0
P_SR415,P_1131a,0.829221,0.6632088520055325,0
P_KMM661,P_distincta_16SW7,0.829223,0.6261419536191145,0
P_distincta_ATCC700518,P_SR454,0.829233,0.5461847389558233,0
P_17a,P_SG451,0.829236,0.6865671641791045,0
P_SR415,P_2CM32C,0.829267,0.652835408,0
P_neustronica_PAMC28425,P_SR414,0.829267,0.5657248157248157,0
P_SR455,P_KMM661,0.829268,0.6097297297297297,0
P_distincta_KMM3548,P_KMM661,0.829269,0.5872905027932961,0
P_SG453,P_ECSMB14103,0.829295,0.6270200387847447,0
P_SG445,P_EKP108,0.829295,0.6671814671814672,0
P_2CM32C,P_SG431,0.829318,0.7033457249070632,0
P_SG452,P_ECSMB14103,0.829338,0.6600682593856655,0
P_SR411,P_APM04,0.82934,0.642083897,0
P_arctica_NECBIFX2020001,P_agarivorans_S816,0.829342,0.6456639566395664,0
P_SG433,P_2CM32C,0.829344,0.6536912751677852,0
P_EB27,P_DSM,0.829346,0.6463087248322148,0
P_1131a,P_SR415,0.829376,0.6532033426183844,0
P_SG452,P_DSM,0.829384,0.6744027303754266,0
P_APM04,P_SR451,0.829391,0.6847433116413594,0
P_SR454,P_SG453,0.829395,0.6740157480314961,0
P_SR433,P_ECSMB14103,0.829399,0.6410958904109589,0
P_SG453,P_17a,0.829409,0.6250808015513898,0
P_arctica_NECBIFX2020001,P_SG445,0.82941,0.5819783197831978,0
P_agarivorans_DSM14585,P_EB27,0.829421,0.6618229854689565,0
P_SR454,P_SR437,0.829422,0.6385826771653543,0
P_neustronica_PAMC28425,P_SR456,0.829424,0.5583538083538083,0
P_1131a,P_distincta_16SW7,0.829428,0.6685236768802229,0
P_SG433,P_KMM661,0.829429,0.5838926174496645,0
P_ECSMB14103,P_SR417,0.829435,0.7229182019159912,0
P_APM04,P_SR432,0.829454,0.6847433116413594,0
P_130,P_TB25,0.829456,0.6008374040474529,0
P_1131a,P_SG435,0.829462,0.6740947075208914,0
P_arctica_NECBIFX2020017,P_SG445,0.829463,0.5665294924554184,0
P_aurantia_208,P_aurantia_S3788,0.829465,0.4237379162191192,0
P_SG445,P_arctica_NECBIFX2020001,0.829466,0.6563706563706564,0
P_SR454,P_SG456,0.829478,0.6503937007874016,0
P_SG456,P_17a,0.829495,0.622906899,0
P_SG433,P_ECSMB14103,0.829498,0.6483221476510067,0
P_125,P_SR436,0.8295,0.6753521126760563,0
P_17a,P_EKP108,0.829507,0.6929637526652452,0
P_DSM,P_SR411,0.82953,0.7038102084831057,0
P_SR454,P_SR417,0.82953,0.6448818897637796,0
P_SR415,P_DSM,0.829535,0.6583679114799447,0
P_17a,P_SR433,0.829538,0.6780383795309168,0
P_APM04,P_125,0.829541,0.6305133767172812,0
P_SG435,P_DSM,0.829547,0.6571233810497614,0
P_APM04,P_SR415,0.829554,0.678235719,0
P_APM04,P_SR436,0.829559,0.6760665220535069,0
P_DSM,P_SR432,0.829574,0.6915887850467289,0
P_SR417,P_APM04,0.829578,0.6522318454363758,0
P_NBRC102222,P_arctica_A3712,0.829579,0.7057163020465773,0
P_S2893,P_arctica_NECBIFX0059,0.829579,0.6991404011461319,0
P_AC163,P_S2893,0.82958,0.6312594840667678,0
P_APM04,P_SR455,0.82958,0.455531453,0
P_SG451,P_17a,0.829581,0.6557377049180327,0
P_SG456,P_2CM32C,0.82959,0.6275954454119224,0
P_arctica_NECBIFX2020017,P_agarivorans_S816,0.829593,0.6426611796982168,0
P_2CM41L,P_arctica_NECBIFX2020001,0.829596,0.6734832992501704,0
P_arctica_NECBIFX2020017,P_KMM661,0.829602,0.5898491083676269,0
P_2CM41L,P_EB27,0.829606,0.6707566462167689,0
P_SR455,P_125,0.829611,0.6897297297297297,0
P_AC163,P_130,0.829612,0.63353566,0
P_SG453,P_SR454,0.829619,0.5436328377504848,0
P_1131a,P_SG438,0.829623,0.6608635097493036,0
P_17a,P_DSM,0.82967,0.6119402985074627,0
P_SG441,P_neustronica_PAMC28425,0.829684,0.544798557,0
P_SG452,P_125,0.829695,0.6764505119453925,0
P_P111,P_SR442,0.829697,0.6830790568654647,0
P_125,P_SG431,0.8297,0.6908450704225352,0
P_17a,P_distincta_16SW7,0.829702,0.6936744847192609,0
P_1131a,P_SR432,0.829709,0.6657381615598886,0
P_SG431,P_125,0.829712,0.6577718478985991,0
P_17a,P_SG431,0.829731,0.6915422885572139,0
P_SR454,P_distincta_KMM3548,0.829731,0.6354330708661418,0
P_1CM17D,P_arctica_NECBIFX0059,0.829737,0.6581598388179987,0
P_1131a,P_SR436,0.829746,0.6601671309192201,0
P_SR432,P_17a,0.829761,0.6696306429548564,0
P_SG412,P_neustronica_PAMC28425,0.829769,0.5387409200968523,0
P_SR433,P_2CM32C,0.829774,0.6493150684931507,0
P_SR451,P_125,0.829779,0.665068493,0
P_SR435,P_125,0.829794,0.6489071038251366,0
P_distincta_ATCC700518,P_125,0.829799,0.6526104417670683,0
P_arctica_A3712,P_agarivorans_S816,0.829804,0.6122059758423395,0
P_DSM,P_SR433,0.829809,0.693745507,0
P_SG456,P_SR454,0.829825,0.551239116,0
P_distincta_LMG14908,P_DSM,0.829832,0.6309362279511533,0
P_APM04,P_SG434,0.829847,0.702819957,0
P_distincta_ATCC700518,P_ECSMB14103,0.829853,0.6365461847389559,0
P_125,P_distincta_22A13,0.829855,0.6542253521126761,0
P_P111,P_SG438,0.829856,0.6803051317614425,0
P_17a,P_SG434,0.829858,0.6958066808813077,0
P_125,P_APM04,0.829862,0.6169014084507042,0
P_KMM661,P_AC163,0.829868,0.5467322557976106,0
P_125,P_2CM32C,0.82987,0.6176056338028169,0
P_1131a,P_2CM32C,0.829899,0.5940111420612814,0
P_distincta_ATCC700518,P_17a,0.8299,0.6566265060240963,0
P_DSM,P_SR435,0.829924,0.6865564342199856,0
P_DSM,P_SR455,0.829928,0.46369518332135157,0
P_SR417,P_2CM32C,0.82993,0.6269153897401732,0
P_P111,P_EKP108,0.829931,0.6823855755894591,0
P_SR454,P_SG435,0.829933,0.6590551181102362,0
P_distincta_KMM3548,P_SG445,0.829941,0.5586592178770949,0
P_P111,P_SR451,0.829948,0.6955617198335645,0
P_P111,P_AC163,0.829973,0.5852981969486823,0
P_distincta_LMG14908,P_125,0.82998,0.6472184531886025,0
P_1131a,P_distincta_KMM3548,0.830014,0.6601671309192201,0
P_SG434,P_125,0.830039,0.6757123473541384,0
P_2CM41L,P_TB25,0.830043,0.6005453306066802,0
P_distincta_KMM3548,P_SR454,0.830046,0.5572625698324022,0
P_EKP108,P_P111,0.830054,0.6621712744436952,0
P_agarivorans_NW4327,P_SR432,0.830059,0.710926694,0
P_SG452,P_APM04,0.830077,0.6668941979522184,0
P_ECSMB14103,P_SG453,0.830078,0.7126013264554164,0
P_DSM,P_distincta_16SW7,0.830078,0.7016534867002157,0
P_SR436,P_S2893,0.830081,0.7039888033589923,0
P_SR435,P_1131a,0.830083,0.6400273224043715,0
P_agarivorans_DSM14585,P_SG438,0.830083,0.6631439894319683,0
P_EB27,P_2CM41L,0.830086,0.6557046979865772,0
P_SR451,P_P111,0.830086,0.686986301,0
P_SG434,P_APM04,0.830091,0.6458616010854816,0
P_SG438,P_P111,0.830093,0.6848652384243262,0
P_SR417,P_ECSMB14103,0.830095,0.6415722851432378,0
P_SG431,P_APM04,0.830101,0.637758506,0
P_S2893,P_distincta_22A13,0.830102,0.6934097421203438,0
P_APM04,P_1131a,0.830105,0.6254519161243673,0
P_aurantia_208,P_citrea_DSM8771,0.830107,0.47368421052631576,0
P_125,P_SG435,0.830128,0.6697183098591549,0
P_2CM37A,P_arctica_NECBIFX0059,0.830129,0.6788927335640138,0
P_1CM17D,P_EB27,0.830131,0.6668905305574211,0
P_1131a,P_EKP108,0.83014,0.6810584958217271,0
P_125,P_SR435,0.830142,0.6746478873239437,0
P_SG456,P_ECSMB14103,0.83015,0.6168787675820495,0
P_agarivorans_S816,P_SR451,0.83015,0.6948555320648344,0
P_EB27,P_P111,0.830162,0.6624161073825503,0
P_DSM,P_distincta_KMM3548,0.830188,0.6707404744787923,0
P_SR433,P_SR454,0.830201,0.560958904,0
P_125,P_SR433,0.830206,0.6697183098591549,0
P_distincta_22A13,P_agarivorans_NW4327,0.830207,0.6837307152875175,0
P_DSM,P_distincta_LMG14908,0.830208,0.6915887850467289,0
P_SR411,P_125,0.830211,0.6529093369418133,0
P_DSM,P_SG434,0.830214,0.7052480230050323,0
P_distincta_KMM3548,P_125,0.830215,0.632681564,0
P_EB27,P_agarivorans_NW4327,0.830225,0.6879194630872483,0
P_130,P_SR451,0.830235,0.7048150732728542,0
P_P111,P_distincta_22A13,0.830247,0.6754507628294036,0
P_distincta_16SW7,P_DSM,0.830249,0.6450331125827815,0
P_130,P_distincta_22A13,0.830252,0.6741102581995813,0
P_SG434,P_SR454,0.830253,0.5502035278154681,0
P_SR436,P_agarivorans_DSM14585,0.830256,0.708887334,0
P_EB27,P_1CM17D,0.830276,0.6738255033557047,0
P_distincta_ATCC700518,P_APM04,0.830276,0.6452476572958501,0
P_1131a,P_SG433,0.830276,0.6789693593314763,0
P_arctica_A3712,P_SR454,0.830286,0.5416401780038144,0
P_EB27,P_agarivorans_DSM14585,0.830287,0.6731543624161074,0
P_2CM37A,P_SR436,0.8303,0.7058823529411765,0
P_125,P_SR437,0.830308,0.6697183098591549,0
P_S2893,P_SR451,0.830317,0.7227793696275072,0
P_1131a,P_SR437,0.830318,0.6532033426183844,0
P_17a,P_SR432,0.830325,0.6950959488272921,0
P_125,P_SR417,0.830327,0.6922535211267605,0
P_SG456,P_DSM,0.830332,0.6450100468854655,0
P_SR454,P_distincta_LMG14908,0.830334,0.6456692913385826,0
P_SR454,P_SG434,0.830335,0.6559055118110236,0
P_125,P_SG456,0.830335,0.6612676056338028,0
P_neustronica_PAMC28425,P_SR445,0.830335,0.562039312,0
P_P111,P_EB27,0.830359,0.687239945,0
P_distincta_22A13,P_2CM41L,0.830363,0.6984572230014026,0
P_1131a,P_SR435,0.830364,0.6629526462395543,0
P_agarivorans_S816,P_SG438,0.830373,0.6941508104298802,0
P_agarivorans_S816,P_SR415,0.830395,0.7019027484143763,0
P_1131a,P_SR455,0.830398,0.44846796657381616,0
P_1131a,P_TB25,0.8304,0.5807799442896936,0
P_distincta_16SW7,P_2CM37A,0.830407,0.671523179,0
P_TB25,P_1131a,0.830411,0.6270801815431165,0
P_SR455,P_P111,0.830419,0.72,0
P_distincta_16SW7,P_KMM661,0.830432,0.5814569536423841,0
P_TB25,P_S2893,0.830437,0.649016641,0
P_SR436,P_2CM37A,0.830452,0.7123862841147656,0
P_SG435,P_APM04,0.830461,0.6448534423994546,0
P_SR454,P_TB25,0.830462,0.5818897637795276,0
P_TB25,P_APM04,0.830471,0.6497730711043873,0
P_distincta_22A13,P_130,0.830477,0.6739130434782609,0
P_EKP108,P_agarivorans_DSM14585,0.830485,0.6952124072825354,0
P_SR417,P_125,0.830488,0.6575616255829447,0
P_SG433,P_125,0.830513,0.661744966,0
